ID	Sex	Name	Father No.	Mother No.	id_from_page	name	father_id	mother_id	Different
3500	1	SPURUXUS	1992	2234	35000	Spruxus	19920	22340	TRUE
3511	1	GLENTRUIM	2533	2618	35110	Glen Truim	25330	26180	TRUE
3524	2	PODWYZKA	1866	2254	35240	Podwyżka	18660	22540	TRUE
3544	1	ROSES	1435	1381	35440	Rores	14350	13810	TRUE
3554	1	STOR-SVEN II	1893	2695	35540	Storsven II	18930	26950	TRUE
3563	2	MELOČ	1624	2578	35630	Meloc	16240	25780	TRUE
3660	2	AL…	2743	2783	36600	Al...	27430	27830	TRUE
3666	1	SITÁR	2203	1546	36660	Sitar	22030	15460	TRUE
3691	1	DI.  I	1846	2984	36910	Di. I	18460	29840	TRUE
3704	1	ERLKÖNIG	2514	2357	37040	Erlkoenig	25140	23570	TRUE
3726	1	ZAUNKÖNIG	2394	2613	37260	Zaunkoenig	23940	26130	TRUE
3755	2	PORTULKA	2683	2248	37550	Portulaka	26830	22480	TRUE
3758	2	POSAZNA	1866	2855	37580	Posażna	18660	28550	TRUE
3818	2	MEŠČURA	1624	2285	38180	Mescura	16240	22850	TRUE
3829	2	MUŠANKA	2729	2911	38290	Musanka	27290	29110	TRUE
3830	2	MURMYŠKA	2305	2908	38300	Murmyska	23050	29080	TRUE
3835	2	TRUE	2488	2614	38350	Pravda	24880	26140	TRUE
3913	2	PFLAZ	2129	2261	39130	Pfalz	21290	22610	TRUE
3916	2	ZAMELA	2394	2613	39160	Zamelia	23940	26130	TRUE
3931	1	SE.	2425	1804	39310	Se,	24250	18040	TRUE
3966	1	PLIGON	1450	1983	39660	Poligon	14500	19830	TRUE
3969	1	POSAZEK	2854	3046	39690	Posążek	28540	30460	TRUE
3985	1	AL…	2743	2789	39850	Al...	27430	27890	TRUE
3986	2	AL…	2743	2789	39860	Al...	27430	27890	TRUE
3997	2	PLESKARA	2514	2357	39970	Erasmus	25140	23570	TRUE
4019	1	SIHEL	2203	2489	40190	Sthel	22030	24890	TRUE
4028	1	LA…	1530	2351	40280	La...	15300	23510	TRUE
4060	1	METREPOL	1624	2578	40600	Metrepol’	16240	25780	TRUE
4075	2	MUKSHA II	2305	2911	40750	Mukša	23050	29110	TRUE
4087	2	NA	3230	3229	40870	???	32300	32290	TRUE
4088	2	NE..	2812	0	40880	Ne.	28120	NA	TRUE
4089	2	NE..	2812	0	40890	Ne…	28120	NA	TRUE
4090	1	NEMO	2812	0	40900	Ne…	28120	NA	TRUE
4155	1	EGOR	3224	3474	41550	Bgor	32240	34740	TRUE
4169	2	PODRÓŽNICZKA	1861	2853	41690	Podróżniczka	18610	28530	TRUE
4179	1	ZAR II	2394	2392	41790	Zar III	23940	23920	TRUE
4197	2	AV.	2697	1539	41970	Ay.	26970	15390	TRUE
4199	1	AV…	3311	3312	41990	Av...	33110	33120	TRUE
4206	2	NA	1640	1529	42060	???	16400	15290	TRUE
4208	1	KE…	3218	3225	42080	Ke...	32180	32250	TRUE
4234	2	DU. III	2505	2354	42340	Du.	25050	23540	TRUE
4250	1	DAN	1868	2497	42500	Danelius	18680	24970	TRUE
4253	1	LIC..	3396	3400	42530	???	33960	34000	TRUE
4257	2	SIVUĹKA	2203	2965	42570	Sivuľka	22030	29650	TRUE
4261	2	PROKNÉ	2488	2614	42610	Prokně	24880	26140	TRUE
4262	1	KYOICH	2543	2541	42620	Kyoichi	25430	25410	TRUE
4264	2	CVRINA	3197	3195	42640	Cvrčina	31970	31950	TRUE
4284	2	GÄ I	3245	3244	42840	Gä 1	32450	32440	TRUE
4285	2	AN…	1434	2475	42850	An...	14340	24750	TRUE
4286	1	AN…	1434	1822	42860	An...	14340	18220	TRUE
4299	1	NE..	2812	0	42990	Ne...	28120	NA	TRUE
4300	2	NE…	2812	0	43000	Ne...	28120	NA	TRUE
4322	2	MUCHITA	2902	3110	43220	Mučita	29020	31100	TRUE
4324	2	NE…	2812	0	43240	Ne...	28120	NA	TRUE
4325	2	NE…	2812	0	43250	Ne...	28120	NA	TRUE
4326	1	NE…	2812	0	43260	Ne...	28120	NA	TRUE
4382	1	GIRDAS II	0	0	43820	Girgas II	NA	NA	TRUE
4391	1	ABDIM	2359	2358	43910	Ardim	23590	23580	TRUE
4420	2	CIBOULETTE	3557	3321	44200	Ciboulett	35570	33210	TRUE
4439	2	AV.III	3548	3549	44390	Av. III	35480	35490	TRUE
4441	1	ÖST-PALLE	1541	1890	44410	Ost-Palle	15410	18900	TRUE
4442	1	FUTÉ	2622	2790	44420	Fute	26220	27900	TRUE
4452	2	BLIJDORPERBESSIE	3405	3410	44520	Blijdorper Bessie	34050	34100	TRUE
4522	1	POSEPNY	2382	1994	45220	Posępny	23820	19940	TRUE
4552	1	MEŠAH	2021	2032	45520	Mesah	20210	20320	TRUE
4562	1	MUL'	2729	2108	45620	Mul	27290	21080	TRUE
4573	2	TI .II	2124	2625	45730	Ti. II	21240	26250	TRUE
4585	2	BÄRBE	3210	3438	45850	Barbe	32100	34380	TRUE
4606	1	ES…	0	2690	46060	Esbadoc	NA	NA	TRUE
4607	2	ESTUDIANTA	0	4024	46070	Es…	NA	40240	TRUE
4619	1	ABS	2359	2358	46190	Absam	23590	23580	TRUE
4632	1	POVAŁ II	4129	3541	46320	Pował II	41290	35410	TRUE
4636	1	LOVAGE	3264	2661	46360	Lavage	32640	26610	TRUE
4649	1	ZAUNKÖNIG II	2394	3730	46490	Zaunkonig II	23940	37300	TRUE
4669	2	EROIKA	2514	3701	46690	Eroila	25140	37010	TRUE
4684	2	PROTĚŽ	2488	3836	46840	Protez	24880	38360	TRUE
4686	1	PRELÁT	2488	3837	46860	Prelat	24880	29370	TRUE
4718	2	DUCRETIA	2505	2630	47180	Duckretia	25050	26300	TRUE
4732	2	POLANA II	2397	2865	47320	Polana III	23970	28650	TRUE
4754	2	ZITA	3718	3719	47540	Ziła	37180	37190	TRUE
4770	2	KONFEKT	2843	1831	47700	Konferkt	28430	18310	TRUE
4775	1	GI….	0	3327	47750	Gi…	NA	33270	TRUE
4778	2	MEREŽKA	1624	1316	47780	Mereżka	16240	13160	TRUE
4785	1	MEARCH	2021	4063	47850	Mearc	20210	40630	TRUE
4786	1	MEDŽIM	2021	4058	47860	Medzim	20210	40580	TRUE
4787	1	MEDŽ	2021	3818	47870	Medzim	20210	38180	TRUE
4789	2	MOLETA	3834	3575	47890	Moletta	38340	35750	TRUE
4790	1	MORŽES	2305	2909	47900	Morzes	23050	29090	TRUE
4803	1	ATEYMA	2671	3433	48030	At…	26710	34330	TRUE
4823	2	PISOLARA	0	0	48230	Pisolaria	NA	NA	TRUE
4834	2	ZG. 1	3697	3464	48340	Zg 1	36970	34640	TRUE
4859	1	GÖTZ	3194	2916	48590	Gotz	31940	29160	TRUE
4861	1	POSAG II	4129	3039	48610	Posąg II	41290	30390	TRUE
4865	1	POZORNY II	4129	2386	48650	Pozrny II	41290	23860	TRUE
4884	1	HELM-HOLTZ	2647	3887	48840	Helmholtz	26470	38870	TRUE
4886	2	PFÜTZE	3493	1695	48860	Pfutze	34930	16950	TRUE
4892	2	AVENTÚRA	3071	2873	48920	Aventura	30710	28730	TRUE
4933	2	CVÁRA	3197	3195	49330	Cvara	31970	31950	TRUE
4966	2	MONŠERI	2126	2867	49660	Monseri	21260	28670	TRUE
4967	2	MOKOLETKA	2126	3346	49670	Mokoletta	21260	33460	TRUE
4968	2	MURAVKA	2305	4071	49680	Morabka	23050	29090	TRUE
4969	1	MORŽIK	2305	0	49690	Morzik	23050	NA	TRUE
4973	2	MUŠIDA	3349	2911	49730	Musida	33490	29110	TRUE
4978	2	GIRBALE	4069	3574	49780	Mo…	40690	35740	TRUE
4988	2	NA…	3789	4324	49880	Na..	37890	43240	TRUE
5001	2	SIDUŠA	2742	1793	50010	Sidusa	27420	17930	TRUE
5021	2	SILUŠA	2742	1830	50210	Silusa	27420	18300	TRUE
5025	1	SION	4259	2965	50250	Sinon	42590	29650	TRUE
5063	2	ARETHUSA	3406	4425	50630	Arehusa	34060	44250	TRUE
5065	1	ZG 3	3697	3464	50650	Zg. 3	36970	34640	TRUE
5067	2	LORELLA	3264	2661	50670	Lorolla	32640	26610	TRUE
5085	1	HENNING	2647	3982	50850	Hennning	26470	39820	TRUE
5097	1	WULFO	3083	4177	50970	Wuflo	30830	41770	TRUE
5113	1	SPRUXATUS	1992	3254	51130	Spruxatius	19920	32540	TRUE
5121	1	IS…	3230	3476	51210	Is.	32300	34760	TRUE
5131	1	TI. I	2124	1651	51310	Ti I	21240	16510	TRUE
5132	2	TIBIA II	2124	4037	51320	Tiba	21240	40370	TRUE
5146	2	KRÖTE	3488	4079	51460	Krote	34880	40790	TRUE
5151	2	POLIPUSZCZA	4130	3292	51510	Polpuszcza	41300	NA	TRUE
5160	2	CH…	2509	3445	51600	Ch.	25090	34450	TRUE
5161	1	PERICLÉS	3373	3372	51610	Pericles	33730	33720	TRUE
5183	1	VARGUS	3711	4082	51830	Va…	37110	40820	TRUE
5191	1	BABUSCH	3696	2423	51910	Babuschka	36960	24230	TRUE
5197	1	KYOZO	2860	2830	51970	???	NA	NA	TRUE
5198	2	AFRA II	3991	0	51980	Af…	39910	NA	TRUE
5228	1	MUKŠ	4318	4075	52280	Mukś	43180	40750	TRUE
5230	1	MURZAN	2902	2859	52300	Murzana	29020	28590	TRUE
5250	1	SA…	4211	3082	52500	Sa...	42110	NA	TRUE
5256	2	PA…	2343	0	52560	Pa...	23430	NA	TRUE
5257	2	ZU…	1780	2092	52570	Zu...	17800	20920	TRUE
5258	2	NA	0	0	52580	???	NA	NA	TRUE
5287	1	FLAPS II	3713	4398	52870	Flaps 2	37130	43980	TRUE
5302	1	NA	4543	3904	53020	???	45430	39040	TRUE
5308	2	POWAGA II	3294	4276	53080	Powaga	32940	42760	TRUE
5320	2	ZAUNKÖNIGIN II	2394	3729	53200	Zaunkonigin II	23940	37290	TRUE
5321	1	ZAR VI	2394	3249	53210	Zar 6	23940	32490	TRUE
5322	1	ZA. VIII	2394	3728	53220	Za. 8	23940	37280	TRUE
5323	1	ZARATHUSTRA IV	2394	3730	53230	Zarathustra 4	23940	37300	TRUE
5324	1	ZAREWITSCH IV	2394	2827	53240	Zarewitsch 4	23940	28270	TRUE
5346	2	LIC.I	4811	3987	53460	Lic. 1	48110	39870	TRUE
5347	2	LIC. II	4811	3401	53470	Lic. 2	48110	34010	TRUE
5351	1	SP. I	4457	2657	53510	Sp. 1	44570	26570	TRUE
5353	2	SPRACHE III	4457	2658	53530	Sprache 3	44570	26580	TRUE
5356	2	SP. II	4457	3882	53560	Sp. 2	44570	38820	TRUE
5377	1	FRÜCH	4007	0	53770	Fruch	40070	NA	TRUE
5378	2	PROVINCE	2488	3836	53780	Provincie	24880	38360	TRUE
5380	1	PRŮSMYK	2488	2614	53800	Prusmyk	24880	26140	TRUE
5383	1	BENÖ	2325	2068	53830	Beno	23250	20680	TRUE
5389	2	NA	3663	3992	53890	???	36630	39920	TRUE
5415	2	FARINA II	3497	2370	54150	Farina	34970	23700	TRUE
5416	1	MOBIL'	3109	3107	54160	Mobil	31090	31070	TRUE
5419	1	MEID	2021	4053	54190	Mejd	20210	40530	TRUE
5427	1	MUŠTIJAR	3349	2911	54270	Muśtijar	33490	29110	TRUE
5430	2	MODEL'	2729	2907	54300	Model	27290	29070	TRUE
5442	2	SOL'	2729	3346	54420	Sol	27290	33460	TRUE
5443	1	MUHTAR II	4318	4075	54430	Muhtar 2	43180	40750	TRUE
5444	2	MUŠKA III	2164	2158	54440	Muska 2	21640	21580	TRUE
5446	2	MUZA  III	2164	4321	54460	Muza 3	21640	43210	TRUE
5448	2	MUT'	3826	3446	54480	Mut	38260	34460	TRUE
5458	2	NE...	2812	0	54580	Ne…	28120	NA	TRUE
5459	2	NE...	2812	0	54590	Ne…	28120	NA	TRUE
5460	1	NE...	2812	0	54600	Ne…	28120	NA	TRUE
5461	2	NE...	2812	0	54610	Ne…	28120	NA	TRUE
5462	2	NE...	2812	0	54620	Ne…	28120	NA	TRUE
5472	1	ATINA	2671	4525	54720	Atiua	26710	45250	TRUE
5475	2	KITTI	0	0	54750	Ki…	NA	NA	TRUE
5519	1	GLENN  TARFF	4171	2692	55190	Glen Tarff	41710	26920	TRUE
5532	1	COMMANDER	0	4174	55320	Co...	NA	41740	TRUE
5534	2	LA…	4298	3212	55340	La...	42980	32120	TRUE
5561	1	ZA.  IX	4395	2613	55610	Za. IX	43950	26130	TRUE
5577	2	AN…	3657	1822	55770	An...	36570	18220	TRUE
5579	2	CH…	4985	3445	55790	Ch...	49850	34450	TRUE
5580	1	JO…	3686	2511	55800	Jo...	36860	25110	TRUE
5581	2	JO…	3686	5002	55810	Jo...	36860	50020	TRUE
5582	2	VALESSA	3711	4082	55820	Va...	37110	40820	TRUE
5584	1	UR…	4677	2146	55840	Ur...	46770	21460	TRUE
5605	1	STORSTEN	3975	2695	56050	Storsen	39750	26950	TRUE
5623	1	IK…	4153	4152	56230	Ik...	41530	41520	TRUE
5624	1	IK…	4153	4034	56240	Ik...	41530	40340	TRUE
5629	1	MEDONT	2709	4063	56290	Mednot	27090	40630	TRUE
5642	1	MUSHATABEL	4198	2911	56420	Muštabel'	41980	29110	TRUE
5653	2	MUKHA II	4569	3120	56530	Muha II	45690	31200	TRUE
5654	2	MURASHKA II	2164	2158	56540	Muraška II	21640	21580	TRUE
5672	1	HE…	2647	3982	56720	He...	26470	39820	TRUE
5675	2	BRIGIT	0	4730	56750	Bright	NA	47300	TRUE
5680	2	NE	2812	0	56800	Ne.	28120	NA	TRUE
5681	2	NE	2812	0	56810	Ne.	28120	NA	TRUE
5682	1	NE	2812	0	56820	Ne.	28120	NA	TRUE
5704	2	SILIKA	4131	2489	57040	Silička	41310	24890	TRUE
5706	2	SIRIPUTKA	4329	2964	57060	Siripútka	43290	29650	TRUE
5710	1	SA…	4211	4489	57100	Sa...	42110	44890	TRUE
5716	2	SETIA	2425	1982	57160	Sepia	24250	19820	TRUE
5720	1	NA	0	0	57200	???	NA	NA	TRUE
5726	2	VERGA	4220	4269	57260	Varga	42200	42690	TRUE
5729	2	ROTARITA	3590	3119	57290	Rotaria	35900	31190	TRUE
5766	2	BARBARA	0	0	57660	Barbara II	NA	NA	TRUE
5789	1	ZAUBERER III	4395	4394	57890	Zauberer II	43950	43940	TRUE
5803	2	PORANNA II	4129	3540	58030	Poranna II	41290	35400	TRUE
5804	1	PORPLES     	3294	3979	58040	Porples	32940	39790	TRUE
5807	2	PONURA II	3294	4276	58070	Ponura II	32940	42760	TRUE
5808	2	PLINKA III	3294	3057	58080	Plinka III	32940	30570	TRUE
5810	1	POLIP II	4130	3273	58100	Polip II	41300	32730	TRUE
5817	2	TINTARELLLA	4577	4935	58170	Tintarella	45770	49350	TRUE
5832	1	SILÁK II	4329	3198	58320	Silak II	43290	31980	TRUE
5851	2	POISURA	3536	4739	58510	Poisaura	35360	47390	TRUE
5857	1	KATAR II	0	0	58570	Katar	47560	38900	TRUE
5862	0	NA	0	0	58620	Semmel	24250	19820	TRUE
5872	2	FE  .	3670	4413	58720	Fe.	36700	44130	TRUE
5876	1	POLAS II	4510	4509	58760	Polas II	45100	45090	TRUE
5879	2	DIRT B5-1	3462	2984	58790	Dirt 85-1	34620	29840	TRUE
5883	1	NA	4262	4031	58830	???	42620	40310	TRUE
5886	2	FILOU	3676	3674	58860	Fi…	36760	36740	TRUE
5897	2	TESTNA	3251	4016	58970	Testina	32510	40160	TRUE
5901	1	HILLMANN	3489	4681	59010	Hillman	34890	46810	TRUE
5923	2	MOKOŠ	4790	4824	59230	Mokos	47900	48240	TRUE
5935	1	STORM	3975	4004	59350	Storm II	39750	40040	TRUE
5936	1	STO...	3975	4293	59360	Sto…	39750	42930	TRUE
5937	1	STO...	3975	2695	59370	Sto…	39750	26950	TRUE
5938	1	TO...	4090	4982	59380	To…	40900	49820	TRUE
5957	1	JO…	3686	2511	59570	Jo...	36860	25110	TRUE
5958	1	JO…	3686	5002	59580	Jo...	36860	50020	TRUE
6057	2	DITTI	3462	4216	60570	Dirt 86-2	34620	42160	TRUE
6064	2	MIYABI	4262	4031	60640	???	42620	40310	TRUE
6065	1	FIGARO	3676	3674	60650	Fi…	36760	36740	TRUE
6070	2	POKRZYWA II	4129	3541	60700	Pokrzywa II	41290	35410	TRUE
6077	1	GLEN  COE	4171	4170	60770	Glen Coe	41710	41700	TRUE
6078	1	STADION	4454	4664	60780	???	44540	46640	TRUE
6079	2	STASI	4454	4868	60790	???	44540	48680	TRUE
6080	1	BÄRKULES	5179	3438	60800	Barkules	51790	34380	TRUE
6082	1	PO . 	4631	4427	60820	Po.	46310	44270	TRUE
6093	2	ZÄRTLICHE	4395	2827	60930	Zartliche	43950	28270	TRUE
6095	2	PFRÜNDE	3493	4172	60950	Pfrunde	34930	41720	TRUE
6096	1	PFRÜNDNER	3493	3494	60960	Pfrundner	34930	34940	TRUE
6107	1	NA	0	5175	61070	???	NA	51750	TRUE
6108	2	KYOSHUN	4914	3750	61080	Kyshun	49140	37500	TRUE
6112	1	KAMIL	5125	4819	61120	Ka…	51250	48190	TRUE
6114	2	NA	4240	3216	61140	???	42400	32160	TRUE
6119	2	FRIEDERICKE	4007	5106	61190	Friederike	40070	51060	TRUE
6126	1	POLOT II	4750	5155	61260	Polot II	47500	51550	TRUE
6142	1	WO…	0	0	61420	Wo.	NA	NA	TRUE
6152	2	STOMADONNA	3975	4293	61520	Sto…	39750	42930	TRUE
6153	1	STOPYRA	3975	2695	61530	Sto…	39750	26950	TRUE
6161	2	BA…	3696	2423	61610	Ba.	36960	24230	TRUE
6177	1	WYE CHESTNUT	3922	3512	61770	Wye Chest- Nut	39220	35120	TRUE
6180	1	SEQUITORQUE	4466	4723	61800	Sequi- Turque	44660	47230	TRUE
6186	2	MOLODUŠKA	4965	4966	61860	Moloduska	49650	49660	TRUE
6187	2	MUŠKETKA	3105	4791	61870	Mushketka	31050	47910	TRUE
6194	2	MUŠLOVKA	4198	2911	61940	Moslovka	41980	29110	TRUE
6204	1	SOŠNIK	2729	4076	62040	Sosnik	27290	40760	TRUE
6205	1	GAJJZIN'SH	2729	5503	62050	???	55020	55030	TRUE
6208	1	MURZIL	4569	3120	62080	Morzilka II	45690	31200	TRUE
6210	1	MUAR II	4559	3993	62100	Muar	45590	39930	TRUE
6211	1	MURAT II	4981	4799	62110	Murat	49810	47990	TRUE
6221	1	VERTEUEX	5302	3673	62210	Vertueux	53020	36730	TRUE
6222	2	SODUKIE	3378	5668	62220	Soduke	33780	NA	TRUE
6223	1	FE…	3670	3203	62230	Fe...	36700	32030	TRUE
6296	2	ZABA  II	4395	2962	62960	Zaba II	43950	29620	TRUE
6317	1	PODLESNY	4736	4276	63170	Podleśny	47360	42760	TRUE
6344	1	POKŁON  II	4738	4928	63440	Pokłon II	47380	49280	TRUE
6380	2	TEA  I	3251	4017	63800	Tea I	32510	40170	TRUE
6381	2	TEA  II	3251	5009	63810	Tea II	32510	50090	TRUE
6391	2	ZUANA  II	5330	3355	63910	Zuana II	53300	33550	TRUE
6394	2	POLANA  IV	4738	4926	63940	Polana IV	47380	49260	TRUE
6396	1	GÖRDON	4811	4178	63960	Grdon	48110	41780	TRUE
6421	1	DIRT 87/ 1	3462	4661	64210	Dirt 87/1	34620	34630	TRUE
6438	1	HEIMOTO	2647	3482	64380	Heimito	26470	34820	TRUE
6442	1	MUŻGIR	3105	2905	64420	Muzgir	31050	29050	TRUE
6461	1	MUSKAT  IV	4981	4799	64610	Muskat IV	49810	47990	TRUE
6463	1	MEDZHEK	4052	2892	64630	Medzek	40520	28920	TRUE
6472	1	MUSPEL’	4198	4968	64720	Muspel'	41980	49680	TRUE
6477	1	FE…	3670	4413	64770	Fe...	36700	44130	TRUE
6482	2	SA…	4211	4489	64820	Sa...	42110	44890	TRUE
6486	2	BLATINGA	3405	3409	64860	Bl...	34050	34090	TRUE
6494	1	BALOVEŻ	0	0	64940	Balovež	NA	NA	TRUE
6495	1	NA	0	6492	64950	???	NA	64920	TRUE
6500	2	NA	0	3911	65000	???	19870	39110	TRUE
6553	2	PFETTE	3493	4172	65530	Pfete	34930	41720	TRUE
6559	1	lZlAH	5730	5715	65590	Iziah	57300	57150	TRUE
6562	2	PODWYŻKA  II	4631	5300	65620	Podwyżka II	46310	53000	TRUE
6567	2	POLARNA Ill	4630	3039	65670	Polarna III	46300	30390	TRUE
6601	2	PO 1/88	3967	5349	66010	Po I/88	39670	53490	TRUE
6604	1	PODLESNY II	4746	4954	66040	Podleśny II	47460	49540	TRUE
6641	2	NA	5709	5463	66410	???	57090	54630	TRUE
6655	2	RICARDA .	5834	4218	66550	Ricarda	58340	42180	TRUE
6667	1	WYE DOGWOOD	3922	3512	66670	Wye Dodgwood	39220	35120	TRUE
6673	2	Hl...	5355	5166	66730	Hi...	53550	51660	TRUE
6677	2	POLBRY ZA	5072	5529	66770	Polbryza	50720	55290	TRUE
6679	2	POLEŚNA  II	5072	3273	66790	Poleśna II	50720	32730	TRUE
6692	0	SE.	4466	4723	66920	Se...	44660	47230	TRUE
6697	1	MUŻ	2902	2859	66970	Muž	29020	28590	TRUE
6698	2	MULATKA  II	3832	3108	66980	Mulatka II	38320	31080	TRUE
6720	2	NA	6493	6491	67200	???	64930	64910	TRUE
6721	1	NA	0	5647	67210	???	NA	NA	TRUE
6726	1	ROMI	4583	4997	67260	Ro...	45830	49970	TRUE
6730	2	GI...	0	0	67300	Gi	NA	NA	TRUE
6732	2	GIRBAITE	2171	2299	67320	Girbaitė	21710	22990	TRUE
6735	2	GI...	0	6730	67350	GI	NA	67300	TRUE
6736	2	GI...	0	6731	67360	GI	NA	67310	TRUE
6737	2	GL..	0	6732	67370	GI	NA	67320	TRUE
6738	2	SO...	0	0	67380	SO	NA	NA	TRUE
6739	2	SO...	0	0	67390	So	NA	NA	TRUE
6740	1	SO...	0	0	67400	SO	NA	NA	TRUE
6742	2	SI…	4131	4020	67420	SI...	41310	40200	TRUE
6744	1	SIMAX III	4131	3198	67440	Sino	41310	31980	TRUE
6805	2	SO...	0	0	68050	SO	NA	NA	TRUE
6806	1	SO...	0	0	68060	SO	NA	NA	TRUE
6808	1	GI...	6733	6732	68080	GI	67330	67320	TRUE
6809	1	GI...	6733	6731	68090	GI	67330	67320	TRUE
6810	1	GI...	6733	6730	68100	GI	67330	67300	TRUE
6856	1	ZO	5330	3355	68560	Zo.	53300	33550	TRUE
6863	2	RODICA II	4806	4264	68630	Ro...	48060	42640	TRUE
6876	2	PORAZKA	5691	5852	68760	Porażka	56910	4930	TRUE
6878	2	NA	5560	4041	68780	???	55600	40410	TRUE
6883	2	KRISTAL	5362	5146	68830	Kristel	53620	51460	TRUE
6908	1	KAJTUŠ	4756	3890	69080	Kajtuś	47560	38900	TRUE
6909	2	POLKA  II	4738	4928	69090	Polka II	47380	49280	TRUE
6913	1	URSUS  II	4677	5400	69130	Ursus II	46770	54000	TRUE
6933	1	ES...	4606	4024	69330	Es.	46060	40240	TRUE
6934	1	ESTOLA	4606	2690	69340	Es...	46060	26900	TRUE
6937	2	AR—101	5514	0	69370	Ar-101	55140	NA	TRUE
6938	1	AR—102	5514	0	69380	Ar-102	55140	NA	TRUE
6939	1	AR—103	5514	0	69390	Ar-103	55140	NA	TRUE
6940	2	AR—104	5514	0	69400	Ar-104	55140	NA	TRUE
6941	1	AR—105	5514	0	69410	Ar-105	55140	NA	TRUE
6942	1	AR—106	5514	0	69420	Ar-106	55140	NA	TRUE
6987	1	NA	0	6492	69870	NA	NA	64920	TRUE
6988	2	NA	0	5647	69880	NA	NA	56470	TRUE
6989	1	NA	0	6491	69890	NA	NA	64910	TRUE
6996	2	DU…	5113	5477	69960	Du...	51130	54470	TRUE
6997	1	AT…	5713	3433	69970	Athos	57130	34330	TRUE
6999	1	ROMI II	4583	4997	69990	Romi	45830	49970	TRUE
7005	1	GLEN  MORE	5102	6415	70050	Glen More	51050	64150	TRUE
7010	1	NA	5711	5258	70100	???	57110	52580	TRUE
7033	2	ZARETE	4395	5793	70330	Zanka	43950	57930	TRUE
7034	2	ZASSA	4395	4394	70340	Zappa	43950	43940	TRUE
7036	2	ZAVENA	4395	6088	70360	Zarewna	43950	60880	TRUE
7038	1	ZAHAROFF	4395	3249	70380	Zahharoff	43950	32490	TRUE
7043	1	BERES	6120	5905	70430	Berges	61200	59050	TRUE
7073	2	FE.	3670	5873	70730	Fe...	36700	58730	TRUE
7076	1	CONRAD II	3079	3903	70760	Conrad	30790	39030	TRUE
7090	1	DlRK	3462	6057	70900	Dirk	34620	60570	TRUE
7102	2	ESPINACA	4606	4607	71020	Es...	46060	46070	TRUE
7104	2	ESTER	4606	6123	71040	Es...	46060	61230	TRUE
7109	1	JI	5031	5474	71090	Ji.	50310	54740	TRUE
7121	1	SPÄTTER	4457	3254	71210	Spötter	44570	32540	TRUE
7133	2	NA	0	5552	71330	???	NA	55520	TRUE
7136	2	MEDELINA	5417	6187	71360	Medalina	54170	61870	TRUE
7146	1	MUKHINIT	5438	4570	71460	Muhnit	54380	45700	TRUE
7151	2	MURlJA	4569	3120	71510	Murija	45690	31200	TRUE
7160	2	NA	0	5645	71600	???	NA	56450	TRUE
7171	2	NA	5354	5552	71710	???	53540	55520	TRUE
7172	2	GI...	5762	5761	71720	GI	57620	57610	TRUE
7175	1	SO...	0	0	71750	???	NA	NA	TRUE
7266	1	AVDENNIS.	5367	5570	72660	Avdennis	53670	55700	TRUE
7277	2	TEA  VIII	3251	4017	72770	Tea VIII	32510	40170	TRUE
7282	2	FEREYA	3670	6476	72820	Fe...	36700	64760	TRUE
7285	1	DUROK II	5113	5477	72850	DurokII	51130	54770	TRUE
7296	1	NA	6060	5820	72960	???	60600	58200	TRUE
7301	2	FILA	3676	3674	73010	NA	36760	36740	TRUE
7316	1	ESCAPE	4606	4024	73160	Es...	46060	40240	TRUE
7317	1	ESPITA	4606	5163	73170	Es...	46060	51630	TRUE
7318	2	ESFERA	4606	4607	73180	Es...	46060	46070	TRUE
7326	2	SERAI	4466	4723	73260	Se...	44660	47230	TRUE
7329	1	POPED	5841	6319	73290	Popęd	58410	63190	TRUE
7332	2	POWAŽNA	5307	5308	73320	Poważna	53070	53080	TRUE
7358	2	DANUTA  II	6580	6363	73580	Danuta II	65800	63630	TRUE
7395	0	NA	0	5353	73950	???	NA	53530	TRUE
7406	1	MUKHACHEK	5225	4071	74060	Muhaček	52250	40710	TRUE
7411	2	MUL’	6458	6460	74110	Mul'	64580	64600	TRUE
7412	2	MUSHHIRA	2902	4788	74120	Mušira	29020	47880	TRUE
7440	0	GÖ	5588	4178	74400	Go	55880	41780	TRUE
7441	2	MURAVKA III	3339	4977	74410	Muravka 3	33390	49770	TRUE
7442	1	GI...	5762	5761	74420	GI	57620	57610	TRUE
7444	1	SO...	0	0	74440	SO	NA	NA	TRUE
7449	2	SIMONA  II	4131	2965	74490	SIMONA II	41310	29650	TRUE
7452	1	NA	3677	3675	74520	???	36770	36750	TRUE
7507	2	KANNELLE	0	0	75070	Kanelle	NA	NA	TRUE
7526	2	IZZEE	6077	5715	75260	Iz	60770	57150	TRUE
7539	1	FLÖZ	5893	5531	75390	Floz	58930	55310	TRUE
7559	2	MA…	6615	4328	75590	MA...	66150	43280	TRUE
7560	1	MA…	6615	4999	75600	MA...	66150	49990	TRUE
7564	1	POZER II	4738	4928	75640	Pozer 2	47380	49280	TRUE
7565	1	AR-120	5514	0	75650	Ar...120	55140	NA	TRUE
7566	1	AR-121	5514	0	75660	Ar...121	55140	NA	TRUE
7567	1	AR-122	5514	0	75670	Ar...122	55140	NA	TRUE
7568	1	AR-123	5514	0	75680	Ar...123	55140	NA	TRUE
7569	2	AR-124	5514	0	75690	Ar...124	55140	NA	TRUE
