ID	Sex	Name	Father No.	Mother No.	id_from_page	name	father_id	mother_id	Different
7570	2	AR-125	5514	0	75700	Ar...125	55140	NA	TRUE
7571	1	AR-126	5514	0	75710	Ar...126	55140	NA	TRUE
7572	1	AR-127	5514	0	75720	Ar...127	55140	NA	TRUE
7585	2	WENJA	6310	5865	75850	Wenia	63100	58650	TRUE
7588	2	NA	5560	4041	75880	???	55600	40410	TRUE
7598	2	PFÄLZERIN	3493	4172	75980	Pfalzerin	34930	41720	TRUE
7599	1	PFENNIGFUCHSER	3493	3494	75990	Pfennigfuch	34930	34940	TRUE
7600	1	PFEIFHNKOPF	3493	5286	76000	Pfeifenkope	34930	52860	TRUE
7605	1	GLEN CLOVA  II	4171	6415	76050	Glen clova 2	41710	64150	TRUE
7610	2	RIKSCHA	5834	4218	76100	Riksha	58340	42180	TRUE
7612	2	TI.	5135	4935	76120	Tl.	51350	49350	TRUE
7617	1	POWAZNY	5307	5308	76170	Poważny	53070	53080	TRUE
7619	2	POSTURA II	5307	4276	76190	Postura 2	53070	42760	TRUE
7623	1	BÄCKER	5179	3438	76230	Backer	51790	34380	TRUE
7639	1	PO…	4631	5300	76390	Po...	46310	53000	TRUE
7645	2	SERRA	4466	3562	76450	Se...	44660	35620	TRUE
7659	1	MURKYRIJ	5657	5446	76590	Murkyrijj	56570	54460	TRUE
7663	1	SPRÖSSLING	4457	5548	76630	Sprossling	44570	55480	TRUE
7674	2	AMANDA II	5411	5622	76740	Amanda 2	54110	56220	TRUE
7679	2	GÖRIKA	5588	4178	76790	Gorika	55880	41780	TRUE
7680	2	GÖRDA	5588	5884	76800	Gorda	55880	58840	TRUE
7682	1	NA	5354	5353	76820	???	53540	53530	TRUE
7683	1	NA	5354	5552	76830	???	53540	55520	TRUE
7686	1	MORIEL’	5221	5644	76860	Moriel	52210	56440	TRUE
7698	2	MUKAPUL’KA	6462	4071	76980	Mukapuuka	64620	40710	TRUE
7702	2	MUKHA III	3832	6698	77020	Mukha 3	38320	66980	TRUE
7703	1	EL…	3469	3728	77030	EL	34690	37280	TRUE
7704	1	EL…	3469	3920	77040	EL	34690	39200	TRUE
7705	2	EL…	3469	5797	77050	EL	34690	57970	TRUE
7706	2	EL…	5546	6370	77060	EL	55460	63700	TRUE
7707	2	NA	6458	3446	77070	???	64580	34460	TRUE
7708	1	GILYS	6733	6732	77080	GI	67330	67320	TRUE
7710	2	PG-PATSY	6812	6552	77100	PG	68120	65520	TRUE
7711	1	SO...	0	0	77110	SO	NA	NA	TRUE
7712	2	SO...	0	0	77120	SO	NA	NA	TRUE
7716	2	HORTA	4687	4934	77160	Hora	46870	49340	TRUE
7751	1	PODROZNIK	4630	5802	77510	Podróżnik	46300	58020	TRUE
7760	1	AVHIL	5367	6347	77600	Avhill	53670	63470	TRUE
7782	2	NA	7095	7168	77820	???	70950	71680	TRUE
7821	1	GÄ 3	5601	4284	78210	Gä...	56010	42840	TRUE
7827	1	NA	5354	5552	78270	???	53540	55520	TRUE
7829	1	IZ…	6077	5255	78290	Iz...	60770	52550	TRUE
7830	1	IZ…	6077	6291	78300	Iz...	60770	62910	TRUE
7835	1	TI	5135	4935	78350	Ti.	51350	49350	TRUE
7838	2	PODLEŚNA  II	3967	6125	78380	Podleśna II	39670	61250	TRUE
7878	1	LUCIUS	4835	3987	78780	Licus	48350	39870	TRUE
7879	1	SPÖKENKIHKER	4457	5550	78790	SPOKENKIEKER	44570	55050	TRUE
7888	2	MIY...	4262	4031	78880	MIY	42620	40310	TRUE
7889	1	ESPIT	6339	6124	78890	ES	63390	61240	TRUE
7890	2	DIETLINDE II	6683	4661	78900	Dietlinde	66830	46610	TRUE
7895	2	LOLITA	6141	5775	78950	LO	61410	57750	TRUE
7897	1	EL…	5546	3920	78970	EL.	55460	39200	TRUE
7898	2	EL…	5546	5797	78980	EL	55460	57970	TRUE
7899	2	ELSBETH	5546	6370	78990	EL	55460	63700	TRUE
7900	2	NA	6458	4558	79000	???	64580	45580	TRUE
7901	1	GI...	0	0	79010	GI	NA	NA	TRUE
7904	1	GI...	0	0	79040	GI	NA	NA	TRUE
7905	1	GI...	6734	6731	79050	GI	67340	67310	TRUE
7906	2	GILA	6734	5761	79060	GI	67340	57610	TRUE
7907	1	WI…	5863	6036	79070	WI	58630	60360	TRUE
7908	2	DU…	5113	6682	79080	DU	51130	66820	TRUE
7909	1	PG-PAUL	6812	6552	79090	PG	68120	65520	TRUE
7910	2	NA	6060	5820	79100	???	60600	58200	TRUE
7914	2	RIVIERA  II	5834	6656	79140	Riviera II	58340	66560	TRUE
7921	2	SP…	4457	6824	79210	???	44570	68240	TRUE
7925	1	NA	7027	6502	79250	???	70270	65020	TRUE
7931	1	JUMBLUE	6949	5716	79310	Jimblue	69490	57160	TRUE
8001	2	NA	5354	5353	80010	???	53540	53530	TRUE
8034	2	NL — 4	0	0	80340	Nl-4	NA	NA	TRUE
8035	2	NL — 5	0	0	80350	NL - 5	NA	NA	TRUE
8036	2	NL — 6	0	0	80360	NL - 6	NA	NA	TRUE
8037	2	NL — 7	0	0	80370	NL - 7	NA	NA	TRUE
8038	1	NL — 8	0	0	80380	NL - 8	NA	NA	TRUE
8039	1	NL — 9	0	0	80390	NL - 9	NA	NA	TRUE
8054	2	PLURALIA	6625	5528	80540	Pluaralia	66250	55280	TRUE
8062	2	EGGIS	6409	5776	80620	EGGEIS	64090	57760	TRUE
8063	2	EN  1	6584	4045	80630	En 1	65840	40450	TRUE
8064	1	EN  2	6584	5004	80640	En 2	65840	50040	TRUE
8077	1	IZ...	6077	5715	80770	IZ.	60770	57150	TRUE
8078	2	HYACINTH	7132	6557	80780	???	71320	65570	TRUE
8089	2	PFORZE	3493	5286	80890	PF...	34930	52860	TRUE
8090	1	PFANNKUCH	3493	3494	80900	PF...	34930	34940	TRUE
8105	1	POSLIZG	5841	4278	81050	Poślizg	58410	42780	TRUE
8120	2	LUNA II	6913	5138	81200	Lu.	69130	51380	TRUE
8121	2	LUKAS	6913	6914	81210	LU...	69130	69140	TRUE
8122	1	LAZARUS	6607	6312	81220	LA...	66070	63120	TRUE
8126	2	TITHONlA	5135	4935	81260	Tithonia	51350	49350	TRUE
8139	2	GÖRLINA	5588	5884	81390	GORLINA	55880	58840	TRUE
8140	2	GÖRLINDE	5588	4178	81400	GORLNDE	55880	41780	TRUE
8141	2	ATLIVIA	6400	7170	81410	At...	64000	71700	TRUE
8142	2	LOTYSHA	6141	5075	81420	LO...	61410	50750	TRUE
8145	1	ASAHlRO	7076	4296	81450	ASAHIRO	70760	42960	TRUE
8148	1	MY…	6458	5658	81480	???	64580	56580	TRUE
8149	2	GIPÉ	6734	6731	81490	Gipė	67340	67310	TRUE
8150	2	GITÉ	6734	6732	81500	GI...	67340	67320	TRUE
8151	1	NA	7095	7168	81510	???	70950	71680	TRUE
8166	1	MONREAL’	5221	4964	81660	MONREAL'	52210	49640	TRUE
8168	1	Mukar	7150	6698	81680	MUKARACHA	71500	66980	TRUE
8170	1	SO...	0	0	81700	So…	NA	NA	TRUE
8193	2	ITALA	5085	5084	81930	???	50850	50840	TRUE
8196	2	SNOAANNA	3405	6612	81960	Snoanna	34050	66120	TRUE
8274	2	TYRINA	6997	6727	82740	???	69970	67270	TRUE
8279	2	EN 3	6584	6586	82790	En	65840	65840	TRUE
8280	1	EN 4	6584	4045	82800	En	65840	40450	TRUE
8281	2	CL.	5856	6602	82810	Cl	58560	66020	TRUE
8282	2	CLEOPATRE	5856	6956	82820	Cleopathre	58560	69560	TRUE
8283	2	CLOCHETTE	5856	7503	82830	Clochhette	58560	75030	TRUE
8284	2	NA	5354	5353	82840	???	53540	53530	TRUE
8287	1	DU…	5113	6921	82870	Du	51130	69210	TRUE
8289	2	DU…	5113	5477	82890	Du	51130	54770	TRUE
8298	2	PO.	6855	5151	82980	Po	68550	51510	TRUE
8299	1	PO.	6855	7016	82990	Po	68550	70160	TRUE
8303	1	POWAN	6625	7332	83030	Porwan	66250	73320	TRUE
8305	2	POSTATNIA	6625	4276	83050	Postania	66250	42760	TRUE
8312	2	PO.	6625	6315	83120	Po	66250	63150	TRUE
8313	2	PO.	6625	5807	83130	Po	66250	58070	TRUE
8315	2	FE.	7775	6879	83150	Fe	77750	68790	TRUE
8320	2	POLIGAMIA II	4746	4954	83200	Poligamia	47460	49540	TRUE
8321	2	POLIFONIA II	6605	6125	83210	Polifonia	66050	61250	TRUE
8329	2	WA 39	4629	7045	83290	Wa	46290	70450	TRUE
8330	1	WALDO II	4629	7286	83300	Wa 40	46290	72860	TRUE
8331	2	WA 41	4629	7044	83310	Wa	46290	70440	TRUE
8336	1	WILLI	5863	6036	83360	Willie	58630	60360	TRUE
8345	1	NA	7095	7168	83450	???	70950	71680	TRUE
8346	1	KN.	5401	4528	83460	Kn	54010	45280	TRUE
8348	2	DIANDRA	6683	4661	83480	Dirt	66830	46610	TRUE
8351	2	ZA.	6408	6089	83510	Za	64080	60890	TRUE
8352	2	ZA.	6408	6578	83520	za	64080	65780	TRUE
8357	2	PO.	6314	5694	83570	Po	63140	56940	TRUE
8358	1	PO.	6314	4915	83580	Po	63140	49150	TRUE
8368	2	DA.	6580	7064	83680	Da	65800	70640	TRUE
8373	1	DA…	6411	6364	83730	Da	64110	63640	TRUE
8375	1	SP.	4457	5352	83750	Sp	44570	53520	TRUE
8378	2	SP.	4457	7117	83780	Sp	44570	71170	TRUE
8379	2	SP.	4457	5892	83790	Sp	44570	58920	TRUE
8388	2	GIPTÉ	6734	6731	83880	Gipte	67340	67310	TRUE
8389	1	IN.	5196	6990	83890	In	51960	69900	TRUE
8390	1	IN.	5196	5326	83900	In	51960	53260	TRUE
8391	2	LOTUS II	6141	6335	83910	Lo	61410	63350	TRUE
8392	1	ITALO	5085	5084	83920	???	50850	50840	TRUE
8393	0	NA	6173	6728	83930	???	61730	67280	TRUE
8398	1	SK.	4945	5402	83980	Sk	49450	54020	TRUE
8420	1	lZ.	6077	6291	84200	IZ.	60770	62910	TRUE
8426	2	NA	6900	5907	84260	???	69000	59070	TRUE
8508	2	GIRME	6734	7443	85080	Girmė	67340	74430	TRUE
8509	2	GIRŽE	6734	7903	85090	Giržė	67340	79030	TRUE
8573	2	POLTA II	7251	5155	85730	Polta	72510	51550	TRUE
8575	2	POZYWKA	6568	7289	85750	Pożywka	65680	72890	TRUE
8579	2	POLEWKA II    .	6570	6854	85790	Polewka II	65700	68540	TRUE
8582	2	DUNOVA	5113	6921	85820	Du...	51130	69210	TRUE
8598	2	DA…	6411	6169	85980	Da...	64110	61690	TRUE
8600	1	NA	6997	6727	86000	???	69970	67270	TRUE
8613	1	IN…	5196	6990	86130	In...	51960	69900	TRUE
8614	1	INDREL	5196	7896	86140	In...	51960	78960	TRUE
8631	1	NA	7027	6502	86310	???	70270	65020	TRUE
8632	2	URARIA	4677	5400	86320	Urana	46770	54000	TRUE
8643	1	JI…	7928	7323	86430	Ji.	NA	73230	TRUE
8644	2	JIULIE	7928	5474	86440	Ji.	NA	54740	TRUE
8646	2	MUZA IV	7150	6698	86460	Muza	71500	66980	TRUE
8650	2	AN…	6893	4769	86500	An...	68930	47690	TRUE
8651	1	TH…	7041	6992	86510	Th...	70410	69920	TRUE
8652	2	TH…	7041	7163	86520	Thura	70410	71630	TRUE
8654	1	BE…	8125	5817	86540	Be...	81250	58170	TRUE
8658	2	ATMENDY	6400	7435	86580	At...	64000	74350	TRUE
8662	1	EUKALYPTUS	5158	5157	86620	Eu...	51580	51570	TRUE
8663	2	NA	7593	7594	86630	???	75930	75940	TRUE
8664	2	NA	7115	7668	86640	???	71150	76680	TRUE
8670	1	FÜRST	6060	5820	86700	Fürst II	60600	58200	TRUE
8671	1	WA 43	4629	7286	86710	Wa 41	46290	72860	TRUE
8672	2	WABE	4629	7045	86720	Wa 44	46290	70450	TRUE
8673	2	WA 45	4629	7044	86730	Wa.	46290	70440	TRUE
8678	1	STOR  STARK	6159	6157	86780	Stor-Stark	61590	61570	TRUE
8680	2	NA	5711	7676	86800	???	57110	76760	TRUE
8684	2	FINNY-ALEX	3676	3674	86840	Fi...	36760	36740	TRUE
8688	2	NA	6322	6434	86880	NA	63220	64340	TRUE
8701	2	PZAB III	6344	7392	87010	cd	63440	73920	TRUE
8708	1	PETIT FUTÉ	5161	7920	87080	Petit Fute	51610	79200	TRUE
8712	2	NA	5711	7676	87120	???	57110	76760	TRUE
8721	1	POLDEK II	6855	7017	87210	Poldusia	68550	70170	TRUE
8738	2	WULAWA	7106	6836	87380	Wulwa	71060	68360	TRUE
8756	1	IZ...	6077	5255	87560	Iz…	60770	62910	TRUE
8767	2	MESTUDZA	7693	6187	87670	Mestuza	76930	61870	TRUE
8769	2	ORSENA	5849	7625	87690	Orseba	58490	76250	TRUE
8782	2	POTENCJA II	7122	7384	87820	Potencja	71220	73840	TRUE
8792	2	NA	6060	5686	87920	???	60600	56860	TRUE
8793	2	STU 2	7593	7846	87930	Stu…	75930	78460	TRUE
8804	2	PRÓZA II	7587	7396	88040	Proza II	75870	73960	TRUE
8806	2	TI.	5135	5132	88060	Tl.	51350	51320	TRUE
8816	2	DARICKE	6411	8128	88160	Da.	64110	81280	TRUE
8838	2	ATHANA	7634	7170	88380	At…	76340	71700	TRUE
8843	1	SPROSSER	6589	7117	88430	Sposser	65890	71170	TRUE
8847	2	JI.	7928	7324	88470	Ji…	79280	73240	TRUE
8849	2	JIOAN	7928	7332	88490	Ji…	79280	73220	TRUE
8855	1	SK...	4945	5402	88550	SK…	49450	54020	TRUE
8856	2	SK...	4945	7640	88560	SK…	49450	76400	TRUE
8857	1	SK...	8174	7922	88570	SK…	81740	79220	TRUE
8862	1	BE...	8125	7832	88620	BE…	81250	NA	TRUE
8871	2	NA	7826	7621	88710	???	78260	66700	TRUE
8873	2	STELLA	7169	7624	88730	???	71690	76240	TRUE
8879	1	NA	5354	5353	88790	???	53540	53530	TRUE
8905	2	POJETNA	5804	6830	89050	Pojętna	58040	NA	TRUE
8923	2	NA	5711	7676	89230	NA	NA	76760	TRUE
8984	2	SK...	8174	5402	89840	Sk…	81740	54020	TRUE
8987	2	URALA	7164	8138	89870	UR...	71640	81370	TRUE
8989	2	URBEKI	7164	5400	89890	UR...	71640	54000	TRUE
9005	2	VALERIA	7341	8131	90050	VA...	73410	81310	TRUE
9019	1	DU…	5113	6921	90190	DU...	51130	69210	TRUE
9021	2	DURCA	5113	6682	90210	DU...	51130	66820	TRUE
9024	2	JI…	0	7110	90240	JI...	NA	71100	TRUE
9030	1	POLDER	8081	7561	90300	PO...	80810	75610	TRUE
9035	2	NA	6060	5820	90350	???	60600	58200	TRUE
9042	1	AN…	6893	6072	90420	AN….	68930	60720	TRUE
9043	2	MEL'MA	5642	5908	90430	Mel’Ma	56420	59080	TRUE
9061	2	GIPSÉ	7173	7443	90610	GIPSE	71730	74430	TRUE
9075	2	MULATKA  III	5216	7409	90750	Mulatka III	52160	74090	TRUE
9076	1	NA	8254	8267	90760	???	82540	82670	TRUE
9077	2	NA	8254	8255	90770	???	82540	82550	TRUE
9079	1	ATLUCAS	7634	8414	90790	At...	76340	84140	TRUE
9080	2	ATNEVENKA	7634	7435	90800	At...	76340	74350	TRUE
9081	1	NA	5162	5578	90810	???	51620	55780	TRUE
9088	2	NA	5354	5353	90880	???	53540	53530	TRUE
9099	1	NA	5354	5353	90990	???	53540	53530	TRUE
9111	2	LINDA II	7825	8551	91110	LINDA	78250	85510	TRUE
9121	2	JIEANETTE	0	7323	91210	JI…	NA	73230	TRUE
9155	2	XADIRA	7575	6293	91550	XA…	75750	62930	TRUE
9200	1	SPUCKER	6589	7117	92000	SPUCKE	65890	71170	TRUE
9231	1	NOCCO	5810	5388	92310	NO…	58100	53880	TRUE
9243	2	LY...	6146	7795	92430	LY…	61460	77950	TRUE
9244	2	LY...	6146	8269	92440	LY…	61460	82690	TRUE
9260	2	PRINCEZNA	7587	7396	92600	PRINCEŻNA	75870	73960	TRUE
9262	1	PRAŠEK	7587	8347	92620	PRAŚEK	75870	83470	TRUE
9265	1	FAUST           .	5950	6168	92650	Faust	59500	61680	TRUE
9272	1	IT...	5085	5084	92720	IT…	50850	50840	TRUE
9273	2	IT...	5085	7713	92730	IT…	50850	77130	TRUE
9275	2	NA	8525	7676	92750	???	85250	76760	TRUE
9276	2	NA	8525	0	92760	???	85250	NA	TRUE
9277	2	SK...	8174	5402	92770	SK…	81740	54020	TRUE
9278	1	SK...	8174	7922	92780	SK…	81740	79220	TRUE
9279	1	SK...	8174	7640	92790	SK..	81740	76400	TRUE
9282	2	ASMEHKWAS-KWEW	7076	4721	92820	Askmehkwaskwew	70760	47210	TRUE
9285	2	NA	8676	6878	92850	???	86760	68780	TRUE
9293	2	ATTAINÁ	7634	8658	92930	At...	76340	86580	TRUE
9295	2	WE.	7359	5597	92950	We...	73590	55970	TRUE
9317	2	PRSKAVKA	7587	7396	93170	Praskavka	75870	73960	TRUE
9326	2	ITAJGA	5085	5084	93260	It...	50850	50840	TRUE
9337	1	CLANDESTIN	7514	6602	93370	Clanderstin	71240	66020	TRUE
9340	2	EGILDE	8188	5284	93400	Eglide	81880	52840	TRUE
9360	1	POMYSŁEK	8275	6818	93600	Pomysław	82750	68180	TRUE
9362	1	POLITYK	8056	6827	93620	Poitek	80560	68270	TRUE
9365	2	PORCJA	8056	8308	93650	Porcja II	80560	83080	TRUE
9369	1	PORAWAN	8541	7788	93690	Porwan	85410	85400	TRUE
9370	1	POLSTACH II	7767	8041	93700	Polstash II	85410	77880	TRUE
9374	2	DAMANDA	6580	8812	93740	Da...	65800	88120	TRUE
9378	2	DASTRA	6411	8370	93780	Dasra	64110	83700	TRUE
9379	2	DAMENlE	6580	7064	93790	Damenie	65800	70640	TRUE
9384	2	MEALKA	7685	6182	93840	Mealk	76850	61820	TRUE
9386	2	MELKAJA	7693	6446	93860	Malkaja	76930	76840	TRUE
9388	2	NA	6458	4558	93880	???	64580	45580	TRUE
9393	1	TRÉSORIER	5588	8580	93930	Tresorier	55880	85800	TRUE
9405	2	PO/1/2000	7751	6603	94050	Po/I/2000	66050	85670	TRUE
9406	1	POWAR II	0	8319	94060	Powar	66050	61250	TRUE
9409	2	PO/11/2000	7122	7384	94090	Po/II/2000	76420	76360	TRUE
9426	2	CITRONELLE	7290	6405	94260	Cittronlla	75910	78700	TRUE
9436	2	CANTURSA	8637	8635	94360	Cantrusa	61590	61570	TRUE
9444	1	BÄFRIED	8596	7755	94440	Bafried	81250	78320	TRUE
9451	2	URIELLA	7164	6634	94510	Ur...	69130	69140	TRUE
9460	2	SPROSSA	8097	5891	94600	Sprassa	80970	58910	TRUE
9461	1	SPROSSO	7882	6575	94610	Sprasso	78820	65750	TRUE
9468	2	WERRIES	7359	5283	94680	We...	73590	52830	TRUE
9474	2	NA	8525	7676	94740	???	85250	76760	TRUE
9475	1	HE	8525	8680	94750	???	85250	86800	TRUE
9483	2	GILÉ	8209	5808	94830	Gilė	NA	NA	TRUE
9484	2	GIRNELE	8209	7903	94840	Girnelė	82090	85080	TRUE
9485	2	AN...	6893	6072	94850	Annabella	NA	NA	TRUE
9486	1	NA	6322	6434	94860	???	63220	64340	TRUE
9489	1	STU...	7593	7846	94890	Jo 26	67960	86910	TRUE
9496	2	NA	8254	8267	94960	NA	82540	82670	TRUE
9501	2	ADRIANE	7642	8196	95010	Ardiane	76420	81960	TRUE
9506	2	BT.	6635	8804	95060	Bt...	66350	88040	TRUE
9515	1	NA	8254	8267	95150	NA	82540	82670	TRUE
9516	1	IL…	6618	8652	95160	Il...	66180	86520	TRUE
9518	2	HE…	8583	8406	95180	He...	85830	84060	TRUE
9519	1	HE…	8583	8707	95190	He...	85830	87070	TRUE
9525	1	LUMA	8844	7606	95250	Lu...	88440	76060	TRUE
9534	2	PORZADNA	8541	7789	95340	Porządna	85410	77890	TRUE
9540	2	POSPOLIA	7122	7843	95400	Pospolita	71220	78430	TRUE
9557	1	MU’ABRIK	8827	8622	95570	Mu'abrik	88270	86220	TRUE
9585	2	ATISIS	8659	8658	95850	At...	86590	86580	TRUE
9603	1	PROLAK	7587	8347	96030	Prolaka	75870	83470	TRUE
9608	2	URPATRA	7164	8632	96080	Ur...	71640	86320	TRUE
9609	1	URION	7164	8138	96090	Ur...	71640	81380	TRUE
9610	1	URIAN II	7164	5400	96100	Urian	71640	54000	TRUE
9612	1	NA	8840	8984	96120	Ft.	88400	89840	TRUE
9620	2	NA	6322	6434	96200	NA	63220	64340	TRUE
9621	2	MURASHKA III	7150	6698	96210	Mu...	71500	66980	TRUE
9637	1	STU...	7593	7846	96370	STU…	75930	78460	TRUE
9641	2	ASRON	7076	7321	96410	AS…	70760	73210	TRUE
9656	2	OZ…	7452	8010	96560	???	74520	80100	TRUE
9657	1	NA	7452	8534	96570	???	74520	85340	TRUE
9665	1	SIROTEK	7447	9085	96650	Si.	74470	90850	TRUE
9719	2	PODRÓZNA	7751	8319	97190	Podróżna	77510	83190	TRUE
9738	2	POKRETKA	6570	8577	97380	Pokrętka	65700	NA	TRUE
9747	1	STOCKHOLMS	8677	7922	97470	Stockholms Ferdinand	86770	79220	TRUE
9748	2	KRÖNCHEN	7309	6622	97480	Krönchen II	73090	66220	TRUE
9750	1	ORLANDO	5849	7625	97500	Orlando II	58490	76250	TRUE
9753	2	FELICIA	8344	7543	97530	Fe...	83440	75430	TRUE
9754	1	FERDINAND	8344	7836	97540	Fe...	83440	78360	TRUE
9760	1	POWAR III	0	6909	97600	Po...	NA	69090	TRUE
9772	1	KAU-3	8148	8150	97720	Kau...	81480	81500	TRUE
9797	1	BO…	5935	7867	97970	Bo...	59350	78670	TRUE
9800	1	JIOANIE	0	8849	98000	Ji...	NA	88490	TRUE
9802	2	JI…	0	7323	98020	Ji...	NA	73230	TRUE
9832	2	MUL’TIASHKA	8841	6715	98320	Mul'tiashka	88410	67150	TRUE
9838	2	APINA	7825	8551	98380	???	78250	85510	TRUE
9845	2	GIEDRE	7709	8149	98450	Giedrė	77090	81490	TRUE
9856	1	WU	8072	6836	98560	Wu.	80720	68360	TRUE
9868	2	CVANTA	5705	7681	98680	Cv...	57050	76810	TRUE
9871	1	NA	8840	8984	98710	???	88400	89840	TRUE
9873	1	NA	7452	8010	98730	???	74520	80100	TRUE
9890	2	HE-CHRISTA	8583	8707	98900	He…	85830	87070	TRUE
9904	2	APHRODITE	9458	9111	99040	???	94580	91110	TRUE
9905	1	APOLLO	9458	8551	99050	???	94580	85510	TRUE
9918	2	IZ..	8710	8400	99180	Iz...	87100	84000	TRUE
9938	2	LYK..	7095	7168	99380	Lyk...	70950	71680	TRUE
9954	2	STOCKHOLMS GAMBRINA	8677	7922	99540	Stockholms Gambrinia	86770	79220	TRUE
9955	2	SKRALLAN	8174	9289	99550	Skrǻllan	81740	92890	TRUE
9957	2	BONITA	5935	7867	99570	Bo...	59350	78670	TRUE
9960	2	FT-FREJA	8840	8984	99600	???	88400	89840	TRUE
9967	1	POLMIR II	8576	7582	99670	Polmirii	85760	75820	TRUE
9978	1	NO…	9231	6566	99780	No...	92310	65660	TRUE
9979	2	NO…	9231	9434	99790	No...	92310	94340	TRUE
9980	1	NO…	9231	9230	99800	No...	92310	NA	TRUE
9992	1	AR	7642	7636	99920	Ar.	76420	76360	TRUE
9997	1	PLAWAN	8541	8544	99970	Plawa	85410	85440	TRUE
10007	2	NA	9180	9039	100070	???	91800	90390	TRUE
10008	1	NA	9180	6990	100080	???	91800	69900	TRUE
10009	1	TJEREMIAS	9180	7896	100090	???	91800	78960	TRUE
10015	2	ROMANITA III	9296	7721	100150	Romaniţa III	92960	77210	TRUE
10016	1	NA	7452	8534	100160	???	74520	85340	TRUE
10020	1	POMELO	9134	8022	100200	Po...	91340	80220	TRUE
10022	2	STU-DAWN	7593	7846	100220	Stu...	75930	78460	TRUE
10058	1	MUSAGET	7150	6698	100580	Mucaget	71500	66980	TRUE
10059	2	MU	9185	9487	100590	Mu.	91850	94870	TRUE
10062	1	BARON	0	0	100620	Ba...	NA	NA	TRUE
10064	1	UR..	7164	8632	100640	Ur...	71640	86320	TRUE
10068	2	OBBE	9265	8747	100680	???	92650	87470	TRUE
10069	1	SCHARAN	8614	9400	100690	???	86140	94000	TRUE
10087	2	NA	8114	8430	100870	???	81140	84300	TRUE
10093	2	NA	8254	8255	100930	???	82540	82550	TRUE
10107	2	AVNINA	9127	8512	101070	Avinina	91270	85120	TRUE
10114	1	FLEET II	8703	8004	101140	Fleet	87030	80040	TRUE
10116	2	ARSOO	7076	9641	101160	Asroo	70760	96410	TRUE
10154	1	NA	9411	8507	101540	???	94110	85070	TRUE
10159	2	STOCKHOLMS HARVA	8677	7922	101590	???	86770	79220	TRUE
10162	1	PO /04	6605	7380	101620	Po I/04	66050	73800	TRUE
10187	1	MUNPLESIR	8841	7858	101870	Munpesir	88410	78580	TRUE
10189	2	SL-3	0	8164	101890	???	NA	81640	TRUE
10206	1	BONGT	5935	8505	102060	Bo...	59350	85050	TRUE
10207	1	TJOLIMA	9180	9274	102070	Tj...	91800	92740	TRUE
10216	2	WUEWANGA	8072	7432	102160	Wuwanga	80720	74320	TRUE
10217	1	TE…	9350	6646	102170	Te...	93500	66460	TRUE
10218	1	TE…	9350	8251	102180	Te...	93500	82510	TRUE
10219	1	TE…	9350	8711	102190	Te...	93500	87110	TRUE
10220	2	LYKRA	7095	7168	102200	Lyra	70950	71680	TRUE
10223	2	HY…	8710	8078	102230	Hy...	87100	80780	TRUE
10231	2	FT-LOES	8840	8984	102310	???	88400	89840	TRUE
10232	1	FT-BO	8840	9505	102320	???	88400	95050	TRUE
10241	1	CIPOLIN	7290	9287	102410	Ci...	72900	92870	TRUE
10242	2	MU.	9068	8625	102420	Mu...	90680	86250	TRUE
10243	1	MURAVEJJ	9607	7409	102430	Mu...	98400	NA	TRUE
10255	1	NA	9486	8688	102550	???	94860	86880	TRUE
10256	1	NA	8114	8430	102560	???	81140	84300	TRUE
10341	2	TRACESSERIE	9393	8139	103410	Tremola	93930	81390	TRUE
10365	2	POETESSA	7751	7843	103650	Tiwinki	NA	NA	TRUE
10370	1	SL-4	8867	8987	103700	Sl...	88670	89870	TRUE
10371	1	SL-5	8867	8164	103710	Sl...	88670	81640	TRUE
10376	1	AVFRASSE	7040	7550	103760	Avsverk	70400	75500	TRUE
10400	2	DON	9435	9825	104000	Don.	94350	98210	TRUE
10401	2	MY…	6458	9389	104010	My...	64580	93890	TRUE
10424	2	LYKNETT	7095	7168	104240	Lynett	70950	71680	TRUE
10438	1	ASCAP	7076	7321	104380	As...	70760	73210	TRUE
10471	2	LOBA	8614	8549	104710	Lob...	86140	85490	TRUE
10472	2	PFIFI	8333	9443	104720	Pfiffi	83330	94430	TRUE
10504	2	TENNE	9350	9412	105040	Te...	93500	94120	TRUE
10522	2	FT-LYNDA	8840	8984	105220	???	88400	89840	TRUE
10523	2	NA	9304	9303	105230	???	93040	93030	TRUE
10525	1	HORRES	8860	8365	105250	Ho...	88600	83650	TRUE
10526	1	HONTAR	8860	7716	105260	Ho...	88600	77160	TRUE
10534	2	POMPA II	8729	8788	105340	Po...	87290	87880	TRUE
10535	1	KAU-6	8148	9316	105350	Kaulas	81480	NA	TRUE
10539	2	OZ..	7452	8010	105390	???	74520	80100	TRUE
10554	2	JOANNA	9195	8427	105540	Jo...	91950	84270	TRUE
10555	1	MUSKAT	9068	8625	105550	Mu...	90680	86250	TRUE
10557	2	TE…	9350	6646	105570	He…	85830	84060	TRUE
10564	1	NA	9486	6434	105640	???	94860	64340	TRUE
10573	1	NA	0	0	105730	???	NA	NA	TRUE
10574	1	NA	0	0	105740	???	NA	NA	TRUE
10575	1	NA	9262	9260	105750	???	92620	92600	TRUE
10576	1	NA	7115	7358	105760	???	71150	73580	TRUE
